"","X","file","tier_num","tier_name","tier_type","tier_xmin","tier_xmax","xmin","xmax","text","annotation_num","word","rate","count","log_freq","duration","length","t","log_freq_z","duration_z","length_z","rate_z"
"11",811,"f0001_us_f0001_00017.TextGrid",1,"ORT-MAU","IntervalTier",0,3.72,0.98,1.14,"they",3,"they",7.25806451612903,883223816,20.5990891987033,0.16,4,-1.03302106553916,0.974813824817942,-1.23336857925652,-0.964071620500042,-0.0588487205813857
"12",886,"f0001_us_f0001_00019.TextGrid",1,"ORT-MAU","IntervalTier",0,4.72,0.63,0.83,"These",2,"these",9.95762711864407,541003982,20.1089371972273,0.2,5,-1.30663674153222,0.737490462230146,-0.991863215889251,-0.211167371370313,1.2964146627186
"13",909,"f0001_us_f0001_00019.TextGrid",1,"ORT-MAU","IntervalTier",0,4.72,1.85,1.96,"that",6,"that",9.95762711864407,3400031103,21.9470504164679,0.11,4,-0.352890670927838,1.62747399528453,-1.5352502834656,-0.964071620500042,1.2964146627186
"14",924,"f0001_us_f0001_00019.TextGrid",1,"ORT-MAU","IntervalTier",0,4.72,2.45,2.84,"roughly",9,"roughly",9.95762711864407,6633076,15.7075792063043,0.39,7,0.116164773631694,-1.39357311644169,0.15528726010527,1.29464112688915,1.2964146627186
"15",980,"f0001_us_f0001_00020.TextGrid",1,"ORT-MAU","IntervalTier",0,5.28,1.62,2.1,"decade",6,"decade",9.28030303030303,11178625,16.22951403065,0.48,6,-0.532695258008992,-1.14086104509971,0.698674327681625,0.541736877759416,0.956377156383152
"16",1072,"f0001_us_f0001_00021.TextGrid",1,"ORT-MAU","IntervalTier",0,4.52,2.24,2.52,"seem",9,"seem",8.8495575221239,36852843,17.4224433242342,0.28,4,-0.0480046319641422,-0.563264727160815,-0.508852489154716,-0.964071620500042,0.74012967458286
"17",1157,"f0001_us_f0001_00023.TextGrid",1,"ORT-MAU","IntervalTier",0,4.24,1.51,1.63,"when",3,"when",9.43396226415094,650621178,20.2934381229647,0.12,4,-0.61868875617824,0.826822710113874,-1.47487394262379,-0.964071620500042,1.033518813682
"18",1181,"f0001_us_f0001_00023.TextGrid",1,"ORT-MAU","IntervalTier",0,4.24,2.38,2.82,"thinking",8,"thinking",9.43396226415094,41333371,17.5371807461911,0.44,8,0.0614416384330817,-0.507710795499899,0.457168964314357,2.04754537601888,1.033518813682
"19",1426,"f0001_us_f0001_00028.TextGrid",1,"ORT-MAU","IntervalTier",0,6.24,3.075,3.45,"Cloud",10,"cloud",8.33333333333333,11337220,16.2436016762979,0.375,5,0.604764195047873,-1.13404004380616,0.0647227488425466,-0.211167371370313,0.480969268378609
"20",1442,"f0001_us_f0001_00028.TextGrid",1,"ORT-MAU","IntervalTier",0,6.24,4.03,4.46,"defeated",13,"defeated",8.33333333333333,4629690,15.3480004691772,0.43,8,1.3513441109718,-1.56767509858823,0.396792623472538,2.04754537601888,0.480969268378609
"21",1479,"f0001_us_f0001_00029.TextGrid",1,"ORT-MAU","IntervalTier",0,2.52,0.96,1.11,"what",4,"what",7.14285714285714,812395582,20.5154979494479,0.15,4,-1.04865624702448,0.934340346598026,-1.29374492009834,-0.964071620500042,-0.116686362255672
"22",1555,"f0001_us_f0001_00031.TextGrid",1,"ORT-MAU","IntervalTier",0,4.44,1.64,1.93,"going",6,"going",10.3603603603604,155284081,18.8607667780356,0.29,5,-0.517060076523674,0.133147319545406,-0.448476148312898,-0.211167371370313,1.49859912594511
"23",1657,"f0001_us_f0001_00032.TextGrid",1,"ORT-MAU","IntervalTier",0,4.08,2.7,3.3,"place",12,"place",8.08823529411765,220970235,19.2135385671535,0.6,5,0.311604542198166,0.303953491850071,1.42319041778343,-0.211167371370313,0.357922520895084
"24",1723,"f0001_us_f0001_00034.TextGrid",1,"ORT-MAU","IntervalTier",0,3.4,1.12,1.44,"lesson",4,"lesson",7.35294117647059,18181371,16.7159080564115,0.32,6,-0.923574795141935,-0.905357231203753,-0.267347125787448,0.541736877759416,-0.0112177215555021
"25",1741,"f0001_us_f0001_00034.TextGrid",1,"ORT-MAU","IntervalTier",0,3.4,1.96,2.07,"with",7,"with",7.35294117647059,3183110675,21.8811247552985,0.11,4,-0.266897172758591,1.59555389796283,-1.5352502834656,-0.964071620500042,-0.0112177215555021
"26",1800,"f0001_us_f0001_00035.TextGrid",1,"ORT-MAU","IntervalTier",0,4.68,2.72,3.12,"song",10,"song",7.90598290598291,65832126,18.0026185142287,0.4,4,0.327239723683483,-0.28235364944436,0.215663600947089,-0.964071620500042,0.266426221484256
"27",1882,"f0001_us_f0001_00037.TextGrid",1,"ORT-MAU","IntervalTier",0,3.12,0.82,0.89,"What",2,"what",6.41025641025641,812395582,20.5154979494479,0.0700000000000001,4,-1.1581025174217,0.934340346598026,-1.77675564683287,-0.964071620500042,-0.484474442645997
"28",1965,"f0001_us_f0001_00038.TextGrid",1,"ORT-MAU","IntervalTier",0,3.8,2.51,2.91,"week",12,"week",8.94736842105263,167202060,18.9347135791131,0.4,4,0.163070318087647,0.168951118023211,0.215663600947091,-0.964071620500042,0.789233751547871
"29",1985,"f0001_us_f0001_00039.TextGrid",1,"ORT-MAU","IntervalTier",0,4.76,0.89,1.45,"imagine",4,"imagine",8.40336134453782,17364670,16.6699482402366,0.56,7,-1.10337938222309,-0.927610201885706,1.18168505441616,1.29464112688915,0.516125481945336
"30",2026,"f0001_us_f0001_00039.TextGrid",1,"ORT-MAU","IntervalTier",0,4.76,2.99,3.19,"like",11,"like",8.40336134453782,520585287,20.0704642885042,0.2,4,0.538314673735273,0.718862526326158,-0.991863215889253,-0.964071620500042,0.516125481945336
"31",2051,"f0001_us_f0001_00040.TextGrid",1,"ORT-MAU","IntervalTier",0,3.96,1.26,1.87,"religion",4,"religion",7.82828282828283,40095362,17.5067712247397,0.61,8,-0.814128524744711,-0.522434574784295,1.48356675862525,2.04754537601888,0.227418394776189
"32",2093,"f0001_us_f0001_00041.TextGrid",1,"ORT-MAU","IntervalTier",0,4.52,1.21,1.44,"Kids",2,"kids",7.52212389380531,96602880,18.3861191124029,0.23,4,-0.853216478458006,-0.0966691041623201,-0.8107341933638,-0.964071620500042,0.0737172014862251
"33",2247,"f0001_us_f0001_00043.TextGrid",1,"ORT-MAU","IntervalTier",0,3.48,1.91,2.33,"steering",11,"steering",9.48275862068965,10826821,16.1975370394142,0.42,8,-0.305985126471885,-1.15634376691393,0.336416282630724,2.04754537601888,1.05801608416343
"34",2376,"f0001_us_f0001_00046.TextGrid",1,"ORT-MAU","IntervalTier",0,2.64,1.11,1.96,"problems",5,"problems",6.43939393939394,121087620,18.6120249737352,0.85,8,-0.931392385884594,0.0127107177668423,2.93259893882885,2.04754537601888,-0.469846507630472
"35",2392,"f0001_us_f0001_00047.TextGrid",1,"ORT-MAU","IntervalTier",0,2.84,0.76,0.91,"When",2,"when",6.33802816901408,650621178,20.2934381229647,0.15,4,-1.20500806187765,0.826822710113874,-1.29374492009834,-0.964071620500042,-0.5207352393042
"36",2545,"f0001_us_f0001_00050.TextGrid",1,"ORT-MAU","IntervalTier",0,3,1.91,2.37,"them",10,"them",7,403000411,19.8144481397616,0.46,4,-0.305985126471885,0.594903809206945,0.577921645997992,-0.964071620500042,-0.188405037931784
"37",2562,"f0001_us_f0001_00051.TextGrid",1,"ORT-MAU","IntervalTier",0,4.84,0.865,1.16,"former",3,"former",8.67768595041322,46917563,17.6639026409292,0.295,6,-1.12292335907974,-0.446354183505695,-0.41828797789199,0.541736877759416,0.653844864016625
"38",2644,"f0001_us_f0001_00052.TextGrid",1,"ORT-MAU","IntervalTier",0,3.08,1.48,1.73,"hair",6,"hair",6.16883116883117,60054650,17.9107655389627,0.25,4,-0.642141528406216,-0.326827316568362,-0.689981511680166,-0.964071620500042,-0.605677332774626
"39",2649,"f0001_us_f0001_00052.TextGrid",1,"ORT-MAU","IntervalTier",0,3.08,1.73,2.04,"black",7,"black",6.16883116883117,244690155,19.3155032946652,0.31,5,-0.446701759839745,0.353323099493346,-0.327723466629264,-0.211167371370313,-0.605677332774626
"40",2746,"f0001_us_f0001_00055.TextGrid",1,"ORT-MAU","IntervalTier",0,2.68,0.64,1.07,"bashing",3,"bashing",8.58208955223881,1148941,13.9543512065134,0.43,7,-1.29881915078956,-2.24245665265195,0.39679262347254,1.29464112688915,0.605852534481298
"41",2855,"f0001_us_f0001_00057.TextGrid",1,"ORT-MAU","IntervalTier",0,5.8,0.91,1.08,"have",4,"have",10.5172413793103,1564202750,21.1706421062174,0.17,4,-1.08774420073777,1.25155013824653,-1.1729922384147,-0.964071620500042,1.57735821836975
"42",2888,"f0001_us_f0001_00057.TextGrid",1,"ORT-MAU","IntervalTier",0,5.8,2.26,2.88,"ideas",10,"ideas",10.5172413793103,67309657,18.0248142761486,0.62,5,-0.0323694504788248,-0.271606834500872,1.54394309946706,-0.211167371370313,1.57735821836975
"43",2993,"f0001_us_f0001_00059.TextGrid",1,"ORT-MAU","IntervalTier",0,5,0.8,0.97,"this",3,"this",10.4,3228469771,21.8952741068152,0.17,4,-1.17373769890702,1.60240477620115,-1.1729922384147,-0.964071620500042,1.51849944315972
"44",3108,"f0001_us_f0001_00060.TextGrid",1,"ORT-MAU","IntervalTier",0,3.12,1.82,1.97,"that",8,"that",6.41025641025641,3400031103,21.9470504164679,0.15,4,-0.376343443155815,1.62747399528453,-1.29374492009834,-0.964071620500042,-0.484474442645997
"45",3424,"f0001_us_f0001_00066.TextGrid",1,"ORT-MAU","IntervalTier",0,3.08,1.95,2.6,"child",9,"child",7.46753246753247,119747393,18.6008950236634,0.65,5,-0.27471476350125,0.00732178297006287,1.72507212199251,-0.211167371370313,0.0463106279173169
"46",3506,"f0001_us_f0001_00068.TextGrid",1,"ORT-MAU","IntervalTier",0,3.52,1.2,1.815,"content",5,"content",7.10227272727273,188880495,19.0566250714497,0.615,7,-0.861034069200665,0.227978614008695,1.51375492904615,1.29464112688915,-0.137060986027292
"47",3747,"f0001_us_f0001_00073.TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,0.89,1,"They",2,"they",7.8125,883223816,20.5990891987033,0.11,4,-1.10337938222309,0.974813824817942,-1.5352502834656,-0.964071620500042,0.219494929976113
"48",3861,"f0001_us_f0001_00074.TextGrid",1,"ORT-MAU","IntervalTier",0,6.08,3.53,4.03,"version",10,"version",9.21052631578947,232445953,19.2641682957536,0.5,7,0.960464573838851,0.328467555654958,0.819427009365262,1.29464112688915,0.921347101477553
"49",3907,"f0001_us_f0001_00075.TextGrid",1,"ORT-MAU","IntervalTier",0,2.76,1.04,1.16,"that",4,"that",7.97101449275362,3400031103,21.9470504164679,0.12,4,-0.986115521083206,1.62747399528453,-1.47487394262379,-0.964071620500042,0.299074076446437
"50",3941,"f0001_us_f0001_00076.TextGrid",1,"ORT-MAU","IntervalTier",0,3.48,0.71,0.81,"what",3,"what",6.89655172413793,812395582,20.5154979494479,0.1,4,-1.24409601559095,0.934340346598026,-1.59562662430742,-0.964071620500042,-0.240339251352418
"51",3962,"f0001_us_f0001_00076.TextGrid",1,"ORT-MAU","IntervalTier",0,3.48,1.66,2.4,"actually",7,"actually",6.89655172413793,69444655,18.0560406623599,0.74,8,-0.501424895038357,-0.256487543026392,2.26845918956887,2.04754537601888,-0.240339251352418
"52",4029,"f0001_us_f0001_00078.TextGrid",1,"ORT-MAU","IntervalTier",0,3.32,1.06,1.43,"wealthy",2,"wealthy",6.32530120481928,3345627,15.0231646779252,0.37,7,-0.970480339597889,-1.72495513016344,0.0345345784216374,1.29464112688915,-0.527124566426199
"53",4155,"f0001_us_f0001_00080.TextGrid",1,"ORT-MAU","IntervalTier",0,3.96,1.63,1.87,"gave",4,"gave",6.31313131313131,36576222,17.4149089151121,0.24,4,-0.524877667266333,-0.566912761449373,-0.750357852521982,-0.964071620500042,-0.53323422603108
"54",4160,"f0001_us_f0001_00080.TextGrid",1,"ORT-MAU","IntervalTier",0,3.96,1.87,2.26,"women",5,"women",6.31313131313131,242520455,19.3065966153,0.39,5,-0.33725548944252,0.349010635012751,0.15528726010527,-0.211167371370313,-0.53323422603108
"55",4180,"f0001_us_f0001_00080.TextGrid",1,"ORT-MAU","IntervalTier",0,3.96,2.72,3.04,"vote",9,"vote",6.31313131313131,58387028,17.8826042998378,0.32,4,0.327239723683483,-0.340462515330491,-0.267347125787448,-0.964071620500042,-0.53323422603108
"56",4232,"f0001_us_f0001_00081.TextGrid",1,"ORT-MAU","IntervalTier",0,4.32,2.86,3.51,"business",10,"business",7.63888888888889,637134177,20.2724908302877,0.65,8,0.436685994080707,0.816680382998516,1.72507212199251,2.04754537601888,0.132336817175281
"57",4246,"f0001_us_f0001_00082.TextGrid",1,"ORT-MAU","IntervalTier",0,3.32,0.61,0.77,"That",2,"that",7.2289156626506,3400031103,21.9470504164679,0.16,4,-1.32227192301754,1.62747399528453,-1.23336857925652,-0.964071620500042,-0.0734823407640364
"58",4262,"f0001_us_f0001_00082.TextGrid",1,"ORT-MAU","IntervalTier",0,3.32,1.13,1.55,"unknown",6,"unknown",7.2289156626506,48325930,17.6934788275709,0.42,7,-0.915757204399277,-0.432033890932813,0.336416282630724,1.29464112688915,-0.0734823407640364
"59",4335,"f0001_us_f0001_00083.TextGrid",1,"ORT-MAU","IntervalTier",0,4.68,2.58,2.94,"sitting",8,"sitting",10.6837606837607,18524885,16.7346255212999,0.36,7,0.217793453286259,-0.896294549233543,-0.0258417624201797,1.29464112688915,1.66095602629758
"60",4351,"f0001_us_f0001_00083.TextGrid",1,"ORT-MAU","IntervalTier",0,4.68,3.2,3.67,"table",11,"table",10.6837606837607,165341452,18.9235232996542,0.47,5,0.702484079331109,0.163532972750937,0.638297986839807,-0.211167371370313,1.66095602629758
"61",4429,"f0001_us_f0001_00085.TextGrid",1,"ORT-MAU","IntervalTier",0,3.08,0.91,1.55,"sandbags",5,"sandbags",8.76623376623377,125091,11.736796751421,0.64,8,-1.08774420073777,-3.31615925596548,1.6646957811507,2.04754537601888,0.69829858860926
"62",4486,"f0001_us_f0001_00086.TextGrid",1,"ORT-MAU","IntervalTier",0,4.92,1.71,2.24,"website",7,"website",9.14634146341463,242876222,19.308062497044,0.53,7,-0.462336941325062,0.349720390320482,1.00055603189071,1.29464112688915,0.88912433320202
"63",4580,"f0001_us_f0001_00088.TextGrid",1,"ORT-MAU","IntervalTier",0,2.84,0.68,0.9,"here",3,"here",8.09859154929578,639711198,20.2765273793477,0.22,4,-1.26754878781893,0.818634812223089,-0.871110534205617,-0.964071620500042,0.363121679239459
"64",4599,"f0001_us_f0001_00088.TextGrid",1,"ORT-MAU","IntervalTier",0,2.84,1.44,2.16,"triangle",7,"triangle",8.09859154929578,7808241,15.8706902723774,0.72,8,-0.673411891376852,-1.31459747917162,2.14770650788523,2.04754537601888,0.363121679239459
"65",4618,"f0001_us_f0001_00089.TextGrid",1,"ORT-MAU","IntervalTier",0,4.64,0.73,1.09,"loved",3,"loved",9.48275862068966,19719299,16.7971083588396,0.36,5,-1.22846083410563,-0.866041409260037,-0.0258417624201783,-0.211167371370313,1.05801608416344
"66",4624,"f0001_us_f0001_00089.TextGrid",1,"ORT-MAU","IntervalTier",0,4.64,1.09,1.355,"almost",4,"almost",9.48275862068966,66395121,18.0111341328313,0.265,6,-0.947027567369912,-0.278230530013645,-0.599417000417441,0.541736877759416,1.05801608416344
"67",4702,"f0001_us_f0001_00090.TextGrid",1,"ORT-MAU","IntervalTier",0,3.76,1.4,1.67,"most",6,"most",8.77659574468085,416210411,19.8467014860271,0.27,4,-0.704682254347487,0.610520337482662,-0.569228829996532,-0.964071620500042,0.703500620210524
"68",4781,"f0001_us_f0001_00092.TextGrid",1,"ORT-MAU","IntervalTier",0,2.72,0.84,1.315,"horse",4,"horse",6.61764705882353,58453720,17.8837458879974,0.475,5,-1.14246733593638,-0.339909777526847,0.668486157260716,-0.211167371370313,-0.380357964006088
"69",4832,"f0001_us_f0001_00093.TextGrid",1,"ORT-MAU","IntervalTier",0,3.24,2.1,2.45,"life",7,"life",6.17283950617284,306559205,19.5409214594501,0.35,4,-0.157450902361366,0.46246678694952,-0.0862181032619954,-0.964071620500042,-0.603665024253972
"70",4908,"f0001_us_f0001_00095.TextGrid",1,"ORT-MAU","IntervalTier",0,5.28,2.78,3.35,"adapt",8,"adapt",8.52272727272727,4675567,15.3578609967731,0.57,5,0.374145268139436,-1.56290079682285,1.24206139525798,-0.211167371370313,0.576050845979518
"71",4925,"f0001_us_f0001_00095.TextGrid",1,"ORT-MAU","IntervalTier",0,5.28,3.77,4.13,"greatest",12,"greatest",8.52272727272727,25547808,17.05606207837,0.36,8,1.14808675166266,-0.74066036972839,-0.0258417624201797,2.04754537601888,0.576050845979518
"72",4966,"f0001_us_f0001_00096.TextGrid",1,"ORT-MAU","IntervalTier",0,4.44,2,2.1,"that",6,"that",7.65765765765766,3400031103,21.9470504164679,0.1,4,-0.235626809787955,1.62747399528453,-1.59562662430742,-0.964071620500042,0.141759315856453
"73",5025,"f0001_us_f0001_00097.TextGrid",1,"ORT-MAU","IntervalTier",0,2.28,1.39,1.63,"like",6,"like",6.57894736842105,520585287,20.0704642885042,0.24,4,-0.712499845090146,0.718862526326158,-0.750357852521983,-0.964071620500042,-0.399786397819278
"74",5151,"f0001_us_f0001_00099.TextGrid",1,"ORT-MAU","IntervalTier",0,4.96,3.58,4.32,"sports",15,"sports",9.07258064516129,231864260,19.261662672194,0.74,6,0.999552527552146,0.327254374831959,2.26845918956887,0.541736877759416,0.852094135788608
"75",5265,"f0001_us_f0001_00102.TextGrid",1,"ORT-MAU","IntervalTier",0,5.56,1.58,1.78,"that",5,"that",8.63309352517986,3400031103,21.9470504164679,0.2,4,-0.563965620979628,1.62747399528453,-0.991863215889251,-0.964071620500042,0.631458096236165
"76",5290,"f0001_us_f0001_00102.TextGrid",1,"ORT-MAU","IntervalTier",0,5.56,2.74,3.09,"zero",10,"zero",8.63309352517986,30735412,17.2409260331464,0.35,4,0.342874905168801,-0.651152349284329,-0.0862181032619981,-0.964071620500042,0.631458096236165
"77",5300,"f0001_us_f0001_00102.TextGrid",1,"ORT-MAU","IntervalTier",0,5.56,3.24,3.49,"Native",12,"native",8.63309352517986,35160636,17.3754377193549,0.25,6,0.733754442301745,-0.586024051160023,-0.689981511680166,0.541736877759416,0.631458096236165
"78",5349,"f0001_us_f0001_00103.TextGrid",1,"ORT-MAU","IntervalTier",0,2.84,0.91,1.24,"going",5,"going",6.69014084507042,155284081,18.8607667780356,0.33,5,-1.08774420073777,0.133147319545406,-0.20697078494563,-0.211167371370313,-0.343963855595468
"79",5445,"f0001_us_f0001_00105.TextGrid",1,"ORT-MAU","IntervalTier",0,5.36,3.08,3.46,"world",9,"world",8.58208955223881,431934249,19.8837839332357,0.38,5,0.608672990419203,0.628475035286661,0.0949109192634544,-0.211167371370313,0.605852534481298
"80",5498,"f0001_us_f0001_00106.TextGrid",1,"ORT-MAU","IntervalTier",0,3.6,1.99,2.21,"have",7,"have",5.55555555555556,1564202750,21.1706421062174,0.22,4,-0.243444400530614,1.25155013824653,-0.871110534205617,-0.964071620500042,-0.913560536434709
"81",5525,"f0001_us_f0001_00107.TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,0.81,1.07,"have",4,"have",7.8125,1564202750,21.1706421062174,0.26,4,-1.16592010816436,1.25155013824653,-0.629605170838349,-0.964071620500042,0.219494929976113
"82",5614,"f0001_us_f0001_00108.TextGrid",1,"ORT-MAU","IntervalTier",0,6.56,3.73,3.92,"into",12,"into",8.38414634146342,445315294,19.9142931150873,0.19,4,1.11681638869203,0.643247068462122,-1.05223955673107,-0.964071620500042,0.506478959930077
"83",5651,"f0001_us_f0001_00108.TextGrid",1,"ORT-MAU","IntervalTier",0,6.56,5.28,5.78,"resin",19,"resin",8.38414634146342,4966700,15.4182661936345,0.5,5,2.32854295380415,-1.53365361555309,0.819427009365259,-0.211167371370313,0.506478959930077
"84",5682,"f0001_us_f0001_00109.TextGrid",1,"ORT-MAU","IntervalTier",0,2.64,1.37,1.96,"watch",6,"watch",5.68181818181818,92006970,18.3373748930132,0.59,5,-0.728135026575464,-0.12027023609172,1.36281407694161,-0.211167371370313,-0.850172818034106
"85",5707,"f0001_us_f0001_00110.TextGrid",1,"ORT-MAU","IntervalTier",0,2.76,1.4,2.07,"document",4,"document",7.60869565217391,98703772,18.4076337204921,0.67,8,-0.704682254347487,-0.0862520924575659,1.84582480367615,2.04754537601888,0.117178884514265
"86",5724,"f0001_us_f0001_00111.TextGrid",1,"ORT-MAU","IntervalTier",0,4.48,1.09,1.3,"Look",2,"look",8.48214285714286,173043002,18.9690506880485,0.21,4,-0.947027567369912,0.185576569168057,-0.931486875047434,-0.964071620500042,0.555676222207897
"87",5771,"f0001_us_f0001_00111.TextGrid",1,"ORT-MAU","IntervalTier",0,4.48,3.42,3.93,"Pacific",11,"pacific",8.48214285714286,54257643,17.8092544252541,0.51,7,0.874471075669604,-0.375977292030693,0.879803350207077,1.29464112688915,0.555676222207897
"88",5877,"f0001_us_f0001_00114.TextGrid",1,"ORT-MAU","IntervalTier",0,4.04,1.21,1.56,"nothing",4,"nothing",8.41584158415842,73183983,18.1084871435134,0.35,7,-0.853216478458006,-0.231093838163864,-0.0862181032619954,1.29464112688915,0.522390945749306
"89",5884,"f0001_us_f0001_00114.TextGrid",1,"ORT-MAU","IntervalTier",0,4.04,1.56,2.1,"feminine",5,"feminine",8.41584158415842,2969201,14.9038034510165,0.54,8,-0.579600802464945,-1.7827478304835,1.06093237273253,2.04754537601888,0.522390945749306
"90",5937,"f0001_us_f0001_00115.TextGrid",1,"ORT-MAU","IntervalTier",0,4.44,1.13,1.29,"about",6,"about",10.5855855855856,1226734006,20.9276211951481,0.16,5,-0.915757204399277,1.13388349683638,-1.23336857925652,-0.211167371370313,1.61166911011915
"91",5961,"f0001_us_f0001_00115.TextGrid",1,"ORT-MAU","IntervalTier",0,4.44,2.28,2.47,"this",10,"this",10.5855855855856,3228469771,21.8952741068152,0.19,4,-0.0167342689935071,1.60240477620115,-1.05223955673107,-0.964071620500042,1.61166911011915
"92",6010,"f0001_us_f0001_00116.TextGrid",1,"ORT-MAU","IntervalTier",0,4.52,1.87,2.35,"acting",5,"acting",6.41592920353982,18407646,16.7282766797432,0.48,6,-0.33725548944252,-0.8993685516292,0.698674327681625,0.541736877759416,-0.481626526094303
"93",6026,"f0001_us_f0001_00116.TextGrid",1,"ORT-MAU","IntervalTier",0,4.52,2.71,3.01,"band",8,"band",6.41592920353982,68569061,18.0433519851315,0.3,4,0.319422132940824,-0.262631187319508,-0.388099807471082,-0.964071620500042,-0.481626526094303
"94",6061,"f0001_us_f0001_00117.TextGrid",1,"ORT-MAU","IntervalTier",0,2.28,1.185,1.32,"with",5,"with",7.89473684210526,3183110675,21.8811247552985,0.135,4,-0.872760455314653,1.59555389796283,-1.38430943136106,-0.964071620500042,0.260780351829137
"95",6119,"f0001_us_f0001_00118.TextGrid",1,"ORT-MAU","IntervalTier",0,3.64,2.81,2.9,"that",11,"that",7.41758241758242,3400031103,21.9470504164679,0.0899999999999999,4,0.397598040367413,1.62747399528453,-1.65600296514924,-0.964071620500042,0.0212341678907036
"96",6212,"f0001_us_f0001_00121.TextGrid",1,"ORT-MAU","IntervalTier",0,3.32,1.86,2.16,"this",5,"this",5.42168674698795,3228469771,21.8952741068152,0.3,4,-0.345073080185179,1.60240477620115,-0.388099807471081,-0.964071620500042,-0.980766792088366
"97",6278,"f0001_us_f0001_00122.TextGrid",1,"ORT-MAU","IntervalTier",0,4.24,2.51,2.83,"truly",11,"truly",9.90566037735849,21693553,16.8925256775945,0.32,5,0.163070318087647,-0.819841946913989,-0.267347125787445,-0.211167371370313,1.27032576166917
"98",6328,"f0001_us_f0001_00123.TextGrid",1,"ORT-MAU","IntervalTier",0,2.88,1.62,2.23,"selves",6,"selves",7.98611111111111,1023898,13.8391274702452,0.61,6,-0.532695258008992,-2.29824604953034,1.48356675862525,0.541736877759416,0.306653042776945
"99",6413,"f0001_us_f0001_00125.TextGrid",1,"ORT-MAU","IntervalTier",0,3.48,2.28,2.62,"stuff",10,"stuff",8.90804597701149,81444510,18.2154324874257,0.34,5,-0.0167342689935071,-0.179312699753845,-0.146594444103811,-0.211167371370313,0.76949267627102
"100",6478,"f0001_us_f0001_00127.TextGrid",1,"ORT-MAU","IntervalTier",0,3.48,0.63,0.78,"there",2,"there",8.62068965517241,701170205,20.3682612186653,0.15,5,-1.30663674153222,0.863050795722904,-1.29374492009834,-0.211167371370313,0.625230972324814
"101",6521,"f0001_us_f0001_00127.TextGrid",1,"ORT-MAU","IntervalTier",0,3.48,2.5,2.81,"hear",11,"hear",8.62068965517241,47426506,17.6746918286844,0.31,4,0.155252727344988,-0.441130240096407,-0.327723466629264,-0.964071620500042,0.625230972324814
